INFO: setting server port as: 5001
INFO: Waiting for incoming connection...
R0:10754.420217,0.041792,10754.420337,10754.462167
R1:10754.682364,0.133472,10754.682438,10754.815912
R2:10754.900742,0.018341,10754.900810,10754.919152
R3:10755.247423,0.121834,10755.247496,10755.369350
R4:10755.305795,0.067281,10755.370666,10755.437948
R5:10755.352302,0.082600,10755.438923,10755.521543
R6:10755.445056,0.060026,10755.522360,10755.582387
R7:10755.509899,0.206605,10755.583284,10755.789890
R8:10755.944422,0.105280,10755.944487,10756.049769
R9:10756.088716,0.077822,10756.088777,10756.166620
R10:10756.110638,0.023187,10756.167751,10756.190938
R11:10756.112999,0.135879,10756.191635,10756.327515
R12:10756.134146,0.042700,10756.328662,10756.371363
R13:10756.158522,0.009600,10756.372166,10756.381766
R14:10756.178397,0.020519,10756.382485,10756.403036
R15:10757.154908,0.152254,10757.155071,10757.307341
R16:10757.257738,0.029252,10757.308505,10757.337757
R17:10757.393258,0.061912,10757.393384,10757.455297
R18:10757.538309,0.300302,10757.538462,10757.838765
R19:10757.635586,0.122966,10757.840213,10757.963180
R20:10757.685068,0.122442,10757.964268,10758.086711
R21:10757.791971,0.185106,10758.088129,10758.273236
R22:10757.865029,0.036214,10758.274340,10758.310556
R23:10757.912665,0.209469,10758.311490,10758.520961
R24:10758.148260,0.248530,10758.522398,10758.770929
R25:10758.158643,0.007499,10758.772498,10758.779998
R26:10758.265330,0.090695,10758.780741,10758.871438
R27:10758.295872,0.035757,10758.872614,10758.908372
R28:10758.611545,0.001686,10758.910122,10758.911809
R29:10758.621055,0.005431,10758.913149,10758.918581
R30:10758.708497,0.293994,10758.919573,10759.213576
R31:10758.747423,0.158606,10759.214428,10759.373035
R32:10759.079595,0.064667,10759.374392,10759.439061
R33:10759.123949,0.119013,10759.440324,10759.559338
R34:10759.191163,0.091816,10759.560564,10759.652381
R35:10759.293841,0.003339,10759.653358,10759.656698
R36:10759.402233,0.223819,10759.657556,10759.881376
R37:10759.484529,0.106364,10759.882448,10759.988824
R38:10759.866145,0.111788,10759.990331,10760.102121
R39:10759.913958,0.036419,10760.103073,10760.139493
R40:10760.059947,0.015124,10760.140523,10760.155648
R41:10760.226324,0.176741,10760.226387,10760.403130
R42:10760.309209,0.033415,10760.404100,10760.437516
R43:10760.561695,0.186534,10760.561764,10760.748299
R44:10760.598896,0.096708,10760.749317,10760.846027
R45:10760.660540,0.074024,10760.846716,10760.920741
R46:10761.108343,0.163059,10761.108440,10761.271500
R47:10761.261399,0.214719,10761.272661,10761.487381
R48:10761.344168,0.140512,10761.488586,10761.629100
R49:10761.416830,0.201567,10761.630195,10761.831782
R50:10761.581565,0.020260,10761.833143,10761.853405
R51:10761.675712,0.210611,10761.854194,10762.064806
R52:10762.104454,0.177430,10762.104510,10762.281941
R53:10762.127301,0.047129,10762.282900,10762.330030
R54:10762.273711,0.027498,10762.330744,10762.358243
R55:10762.411829,0.030616,10762.411887,10762.442503
R56:10762.632141,0.021360,10762.632263,10762.653625
R57:10762.716855,0.026941,10762.716918,10762.743860
R58:10762.746546,0.044893,10762.746575,10762.791468
R59:10762.862709,0.197754,10762.862810,10763.060566
R60:10762.889315,0.011230,10763.062282,10763.073514
R61:10762.904917,0.119092,10763.074280,10763.193380
R62:10763.002701,0.227786,10763.194484,10763.422271
R63:10763.600385,0.040266,10763.600473,10763.640741
R64:10763.765215,0.038326,10763.765289,10763.803617
R65:10763.963173,0.022026,10763.963276,10763.985303
R66:10764.013017,0.023355,10764.013117,10764.036473
R67:10764.138557,0.109777,10764.138649,10764.248428
R68:10764.162226,0.131443,10764.249169,10764.380613
R69:10764.181388,0.113898,10764.381319,10764.495218
R70:10764.207024,0.249818,10764.496446,10764.746265
R71:10764.218102,0.061436,10764.747539,10764.808977
R72:10764.225822,0.022877,10764.809903,10764.832781
R73:10764.253528,0.109934,10764.833415,10764.943350
R74:10764.481930,0.285300,10764.944191,10765.229492
R75:10764.634669,0.118834,10765.230558,10765.349396
R76:10764.780450,0.012076,10765.350469,10765.362545
R77:10764.794542,0.006788,10765.363311,10765.370100
R78:10764.899488,0.019082,10765.371741,10765.390823
R79:10764.909861,0.142751,10765.391375,10765.534126
R80:10764.998305,0.117406,10765.534978,10765.652385
R81:10765.120036,0.014312,10765.653268,10765.667581
R82:10765.127669,0.019047,10765.668200,10765.687248
R83:10766.835522,0.011172,10766.835607,10766.846788
R84:10767.150852,0.004631,10767.150936,10767.155569
R85:10768.025048,0.006256,10768.025143,10768.031420
R86:10768.317186,0.213737,10768.317262,10768.531012
R87:10768.317826,0.016575,10768.532047,10768.548625
R88:10768.446584,0.041423,10768.549312,10768.590736
R89:10768.472041,0.142759,10768.591638,10768.734417
R90:10768.820947,0.067004,10768.821020,10768.888028
R91:10768.884579,0.050211,10768.888911,10768.939123
R92:10769.008370,0.008747,10769.008440,10769.017188
R93:10769.174549,0.117992,10769.174617,10769.292610
R94:10769.282724,0.404774,10769.293482,10769.698257
R95:10769.334587,0.175048,10769.699130,10769.874191
R96:10769.457506,0.082609,10769.875122,10769.957732
R97:10769.654318,0.114795,10769.959586,10770.074383
R98:10769.659483,0.216275,10770.075504,10770.291780
R99:10769.916522,0.148173,10770.293146,10770.441320
R100:10770.211740,0.113487,10770.442223,10770.555711
R101:10770.766669,0.342518,10770.766736,10771.109256
R102:10771.100552,0.057307,10771.110287,10771.167595
R103:10771.257648,0.147669,10771.257729,10771.405410
R104:10771.283275,0.006677,10771.406661,10771.413339
R105:10771.597306,0.023756,10771.597382,10771.621159
R106:10771.747218,0.021687,10771.747262,10771.768951
R107:10771.889125,0.031755,10771.889195,10771.920953
R108:10772.061467,0.021935,10772.061539,10772.083476
R109:10772.118450,0.083549,10772.118508,10772.202059
R110:10772.129477,0.087755,10772.202912,10772.290668
R111:10772.165653,0.296387,10772.291562,10772.587961
R112:10772.267785,0.065824,10772.589268,10772.655094
R113:10772.314752,0.010019,10772.655704,10772.665723
R114:10772.496259,0.074818,10772.666420,10772.741238
R115:10772.587397,0.049959,10772.742157,10772.792117
R116:10773.000034,0.156817,10773.000104,10773.156922
R117:10773.058638,0.000270,10773.157950,10773.158354
R118:10773.140111,0.076042,10773.159228,10773.235288
R119:10773.200563,0.022203,10773.236066,10773.258269
R120:10773.456487,0.054968,10773.456562,10773.511532
R121:10773.617306,0.030315,10773.617391,10773.647707
R122:10773.711321,0.016798,10773.711385,10773.728203
R123:10773.889265,0.003477,10773.889337,10773.892819
R124:10774.028219,0.099223,10774.028310,10774.127534
R125:10774.104609,0.084593,10774.128807,10774.213401
R126:10774.264738,0.017009,10774.264840,10774.281850
R127:10774.325755,0.082217,10774.325933,10774.408151
R128:10774.460037,0.033171,10774.460093,10774.493265
R129:10774.647513,0.018826,10774.647603,10774.666438
R130:10774.840251,0.096201,10774.840327,10774.936529
R131:10775.202772,0.024785,10775.202868,10775.227661
R132:10775.354101,0.007644,10775.354190,10775.361835
R133:10775.462765,0.174891,10775.462832,10775.637724
R134:10775.505919,0.008202,10775.638869,10775.647073
R135:10775.671493,0.037399,10775.671552,10775.708952
R136:10775.688376,0.074955,10775.709831,10775.784787
R137:10775.811202,0.028398,10775.811263,10775.839661
R138:10775.968132,0.028351,10775.968219,10775.996571
R139:10776.181766,0.017534,10776.181857,10776.199393
R140:10776.238953,0.000299,10776.239061,10776.239361
R141:10776.833017,0.033557,10776.833087,10776.866646
R142:10777.084034,0.047799,10777.084108,10777.131909
R143:10777.113853,0.209371,10777.133211,10777.342583
R144:10777.568948,0.100075,10777.569050,10777.669128
R145:10777.775825,0.096473,10777.775889,10777.872364
R146:10777.795949,0.124036,10777.873285,10777.997328
R147:10777.865154,0.206683,10777.998244,10778.204927
R148:10778.274555,0.018966,10778.274614,10778.293581
R149:10778.557466,0.066181,10778.557589,10778.623771
R150:10778.783023,0.196097,10778.783089,10778.979207
R151:10778.833455,0.172609,10778.980461,10779.153071
R152:10779.176918,0.071541,10779.176967,10779.248509
R153:10779.275452,0.026674,10779.275513,10779.302195
R154:10779.300861,0.056505,10779.303342,10779.359848
R155:10779.586521,0.157508,10779.586630,10779.744139
R156:10779.675587,0.028665,10779.746488,10779.775153
R157:10779.773492,0.096048,10779.776078,10779.872128
R158:10779.801936,0.012477,10779.874356,10779.886834
R159:10779.987724,0.056509,10779.987816,10780.044326
R160:10780.119797,0.107356,10780.119868,10780.227225
