INFO: setting server port as: 5001
INFO: Waiting for incoming connection...
R0:11192.500188,0.041792,11192.500407,11192.542260
R1:11192.667095,0.133472,11192.667182,11192.800656
R2:11192.806073,0.018341,11192.806102,11192.824444
R3:11193.026692,0.121834,11193.026787,11193.148622
R4:11193.063864,0.067281,11193.149839,11193.217130
R5:11193.093464,0.082600,11193.217952,11193.300554
R6:11193.152480,0.060026,11193.301418,11193.361445
R7:11193.193759,0.206605,11193.362168,11193.568785
R8:11193.470270,0.105280,11193.569699,11193.674980
R9:11193.562110,0.077822,11193.675865,11193.753688
R10:11193.576100,0.023187,11193.754633,11193.777821
R11:11193.577615,0.135879,11193.778523,11193.914422
R12:11193.591069,0.042700,11193.915446,11193.958146
R13:11193.606572,0.009600,11193.958802,11193.968402
R14:11193.619220,0.020519,11193.969128,11193.989648
R15:11194.240670,0.152254,11194.240831,11194.393086
R16:11194.306165,0.029252,11194.394326,11194.423579
R17:11194.392441,0.061912,11194.424526,11194.486439
R18:11194.484758,0.300302,11194.487177,11194.787480
R19:11194.546630,0.122966,11194.789029,11194.911997
R20:11194.578108,0.122442,11194.913198,11195.035641
R21:11194.646140,0.185106,11195.036836,11195.221944
R22:11194.692647,0.036214,11195.223117,11195.259333
R23:11194.722958,0.209469,11195.260930,11195.470401
R24:11194.872879,0.248530,11195.472224,11195.720756
R25:11194.879491,0.007499,11195.722414,11195.729915
R26:11194.947391,0.090695,11195.732273,11195.822970
R27:11194.966860,0.035757,11195.824723,11195.860481
R28:11195.167750,0.001686,11195.861655,11195.863341
R29:11195.173810,0.005431,11195.864220,11195.869652
R30:11195.229460,0.293994,11195.870304,11196.164298
R31:11195.254243,0.158606,11196.165177,11196.323784
R32:11195.465633,0.064667,11196.325559,11196.390228
R33:11195.493885,0.119013,11196.391525,11196.510540
R34:11195.536719,0.091816,11196.511545,11196.603362
R35:11195.602088,0.003339,11196.604215,11196.607555
R36:11195.671073,0.223819,11196.609280,11196.833115
R37:11195.723482,0.106364,11196.834444,11196.940809
R38:11195.966328,0.111788,11196.942419,11197.054209
R39:11195.996791,0.036419,11197.055310,11197.091730
R40:11196.089696,0.015124,11197.092368,11197.107493
R41:11196.195595,0.176741,11197.108254,11197.285027
R42:11196.248373,0.033415,11197.285936,11197.319358
R43:11196.409093,0.186534,11197.320283,11197.506819
R44:11196.432767,0.096708,11197.508455,11197.605165
R45:11196.472026,0.074024,11197.605977,11197.680068
R46:11196.757040,0.163059,11197.681045,11197.844105
R47:11196.854435,0.214719,11197.845267,11198.059987
R48:11196.907098,0.140512,11198.061125,11198.201647
R49:11196.953338,0.201567,11198.202918,11198.404486
R50:11197.058167,0.020260,11198.405776,11198.426038
R51:11197.118070,0.210611,11198.427665,11198.638278
R52:11197.392855,0.177430,11198.639534,11198.816979
R53:11197.407413,0.047129,11198.818000,11198.865130
R54:11197.500595,0.027498,11198.866116,11198.893615
R55:11197.588505,0.030616,11198.894447,11198.925064
R56:11197.728696,0.021360,11198.925649,11198.947015
R57:11197.782578,0.026941,11198.947609,11198.974550
R58:11197.801480,0.044893,11198.975183,11199.020095
R59:11197.875405,0.197754,11199.021125,11199.218881
R60:11197.892326,0.011230,11199.219895,11199.231127
R61:11197.902237,0.119092,11199.231799,11199.350892
R62:11197.964449,0.227786,11199.351869,11199.579656
R63:11198.344804,0.040266,11199.580593,11199.620865
R64:11198.449717,0.038326,11199.621607,11199.659950
R65:11198.575713,0.022026,11199.660748,11199.682774
R66:11198.607411,0.023355,11199.683764,11199.707119
R67:11198.687277,0.109777,11199.708076,11199.817854
R68:11198.702319,0.131443,11199.818678,11199.950122
R69:11198.714521,0.113898,11199.950959,11200.064859
R70:11198.730828,0.249818,11200.065872,11200.315691
R71:11198.737885,0.061436,11200.316918,11200.378356
R72:11198.742803,0.022877,11200.379580,11200.402458
R73:11198.760436,0.109934,11200.403146,11200.513082
R74:11198.905769,0.285300,11200.513903,11200.799205
R75:11199.002970,0.118834,11200.800285,11200.919121
R76:11199.095747,0.012076,11200.920599,11200.932676
R77:11199.104685,0.006788,11200.933351,11200.940140
R78:11199.171461,0.019082,11200.941885,11200.960968
R79:11199.178061,0.142751,11200.961543,11201.104296
R80:11199.234327,0.117406,11201.105414,11201.222821
R81:11199.311784,0.014312,11201.223842,11201.238155
R82:11199.316651,0.019047,11201.238871,11201.257919
R83:11200.403456,0.011172,11201.258693,11201.269866
R84:11200.604108,0.004631,11201.270479,11201.275111
R85:11201.160424,0.006256,11201.275860,11201.282117
R86:11201.346339,0.213737,11201.346422,11201.560180
R87:11201.346752,0.016575,11201.561598,11201.578175
R88:11201.428704,0.041423,11201.578870,11201.620294
R89:11201.444920,0.142759,11201.621145,11201.763905
R90:11201.666967,0.067004,11201.764968,11201.831973
R91:11201.707448,0.050211,11201.833150,11201.883363
R92:11201.786227,0.008747,11201.884995,11201.893744
R93:11201.891963,0.117992,11201.894813,11202.012806
R94:11201.960790,0.404774,11202.013502,11202.418278
R95:11201.993788,0.175048,11202.419540,11202.594600
R96:11202.072034,0.082609,11202.595531,11202.678142
R97:11202.197328,0.114795,11202.678966,11202.793790
R98:11202.200634,0.216275,11202.794799,11203.011080
R99:11202.363493,0.148173,11203.012130,11203.160324
R100:11202.553148,0.113487,11203.161851,11203.275339
R101:11202.906309,0.342518,11203.276314,11203.618852
R102:11203.118804,0.057307,11203.619847,11203.677156
R103:11203.218819,0.147669,11203.678145,11203.825815
R104:11203.235114,0.006677,11203.827408,11203.834086
R105:11203.434947,0.023756,11203.834856,11203.858613
R106:11203.530356,0.021687,11203.859336,11203.881023
R107:11203.620636,0.031755,11203.881578,11203.913335
R108:11203.730317,0.021935,11203.914138,11203.936074
R109:11203.766595,0.083549,11203.936748,11204.020298
R110:11203.773610,0.087755,11204.021330,11204.109086
R111:11203.796653,0.296387,11204.109679,11204.406068
R112:11203.861667,0.065824,11204.407467,11204.473293
R113:11203.891550,0.010019,11204.474392,11204.484412
R114:11204.007053,0.074818,11204.485235,11204.560053
R115:11204.065042,0.049959,11204.560728,11204.610688
R116:11204.327646,0.156817,11204.611587,11204.768424
R117:11204.364968,0.000270,11204.769674,11204.769945
R118:11204.416815,0.076042,11204.770802,11204.846845
R119:11204.455303,0.022203,11204.847676,11204.869893
R120:11204.618183,0.054968,11204.870903,11204.925880
R121:11204.720526,0.030315,11204.926664,11204.956979
R122:11204.780331,0.016798,11204.957702,11204.974500
R123:11204.893560,0.003477,11204.975468,11204.978945
R124:11204.981988,0.099223,11204.982049,11205.081272
R125:11205.030604,0.084593,11205.082173,11205.166768
R126:11205.132499,0.017009,11205.167888,11205.184898
R127:11205.171275,0.082217,11205.185704,11205.267921
R128:11205.256690,0.033171,11205.268679,11205.301870
