INFO: setting server port as: 5001
INFO: Waiting for incoming connection...
R0:10266.358481,0.041792,10266.358626,10266.400465
R1:10266.969937,0.133472,10266.970024,10267.103497
R2:10267.479447,0.018341,10267.479539,10267.497881
R3:10268.288311,0.121834,10268.288388,10268.410231
R4:10268.424454,0.067281,10268.424515,10268.491796
R5:10268.532974,0.082600,10268.533035,10268.615636
R6:10268.749320,0.060026,10268.749390,10268.809425
R7:10268.900621,0.206605,10268.900682,10269.107289
R8:10269.914445,0.105280,10269.914565,10270.019846
R9:10270.251132,0.077822,10270.251221,10270.329045
R10:10270.302227,0.023187,10270.330900,10270.354088
R11:10270.307760,0.135879,10270.355438,10270.491318
R12:10270.357092,0.042700,10270.492389,10270.535090
R13:10270.413935,0.009600,10270.537145,10270.546746
R14:10270.460324,0.020519,10270.547692,10270.568212
R15:10272.738758,0.152254,10272.738836,10272.891091
R16:10272.978591,0.029252,10272.978679,10273.007932
R17:10273.294785,0.061912,10273.294875,10273.356788
R18:10273.633151,0.300302,10273.633251,10273.933566
R19:10273.860057,0.122966,10273.934810,10274.057779
R20:10273.975442,0.122442,10274.058967,10274.181412
R21:10274.224842,0.185106,10274.224902,10274.410012
R22:10274.395303,0.036214,10274.411303,10274.447519
R23:10274.506391,0.209469,10274.506451,10274.715929
R24:10275.056077,0.248530,10275.056159,10275.304691
R25:10275.080221,0.007499,10275.305740,10275.313240
R26:10275.329100,0.090695,10275.329227,10275.419924
R27:10275.400336,0.035757,10275.420879,10275.456637
R28:10276.136862,0.001686,10276.136953,10276.138651
R29:10276.159020,0.005431,10276.159080,10276.164513
R30:10276.363035,0.293994,10276.363112,10276.657125
R31:10276.453805,0.158606,10276.658549,10276.817156
R32:10277.228823,0.064667,10277.228907,10277.293595
R33:10277.332262,0.119013,10277.332319,10277.451333
R34:10277.489100,0.091816,10277.489158,10277.580993
R35:10277.728657,0.003339,10277.728723,10277.732064
R36:10277.981529,0.223819,10277.981624,10278.205463
R37:10278.173472,0.106364,10278.206842,10278.313207
R38:10279.063846,0.111788,10279.063953,10279.175748
R39:10279.175416,0.036419,10279.177213,10279.213652
R40:10279.515993,0.015124,10279.516092,10279.531218
R41:10279.904177,0.176741,10279.904267,10280.081028
R42:10280.097565,0.033415,10280.097622,10280.131038
